entity_norm,label,category,count
three years december,DATE,business,1
three years later,DATE,entertainment,2
three years later,DATE,sport,1
threeandahalf year,DATE,sport,1
threeday,DATE,business,2
threeday,DATE,entertainment,3
threeday,DATE,sport,3
threeday week,DATE,politics,1
threemonth,DATE,sport,1
threw bottle,PERSON,entertainment,1
throughout decade,DATE,entertainment,1
throughout week,DATE,entertainment,1
throughout year,DATE,business,1
thrust years,DATE,business,3
thurman matt,PERSON,entertainment,1
thursday,DATE,business,56
thursday,DATE,entertainment,21
thursday,DATE,politics,29
thursday,DATE,sport,27
thursday,DATE,tech,4
thursday five weeks,DATE,entertainment,1
thursday friday,DATE,politics,1
thursday nineteenth month row,DATE,business,1
tie tel aviv,GPE,sport,1
tieup air new zealand,ORG,business,1
tim,ORG,sport,2
tim,PERSON,business,2
tim,PERSON,entertainment,1
tim,PERSON,sport,1
tim abeyie take mens,PERSON,sport,1
tim allen jamie lee curtis,PERSON,entertainment,1
tim bevan,PERSON,entertainment,1
tim burton,PERSON,entertainment,3
tim collins,PERSON,business,1
tim collins,PERSON,politics,5
tim congdon,PERSON,business,2
tim crawford group,PERSON,business,1
tim daly michael,PERSON,business,1
tim dams,PERSON,entertainment,4
tim danton,PERSON,tech,6
tim dean,PERSON,entertainment,1
tim ellsmore,PERSON,tech,2
tim gregs growing,PERSON,sport,1
tim hanlon,PERSON,entertainment,1
tim healy,PERSON,entertainment,1
tim henman,PERSON,sport,12
tim henmans,PERSON,sport,1
tim howard,PERSON,business,1
tim howard,PERSON,sport,1
tim kash,PERSON,entertainment,2
tim koogle,PERSON,business,2
tim mazanec,PERSON,sport,1
tim mcgraw,PERSON,entertainment,4
tim mobile,PERSON,entertainment,2
tim montgomery,PERSON,sport,1
tim osborne,PERSON,business,2
tim phillips,PERSON,sport,1
tim renner,PERSON,business,1
tim spokesman immigration customs enforcement,ORG,business,1
tim warner,PERSON,tech,2
tim yeo,PERSON,politics,1
tim yeo howard,PERSON,politics,2
time month,DATE,sport,1
times wilkinson recovering knee injury,ORG,sport,1
timewarner,ORG,business,2
timothy spall,PERSON,entertainment,1
tinker,PERSON,entertainment,1
tirana,GPE,sport,1
titan,GPE,business,2
titfortat kicking,ORG,sport,1
titi camara,PERSON,sport,2
title year,DATE,entertainment,1
titles jason kingsley,PERSON,entertainment,2
tnkbp half,PERSON,business,1
tnkbp partnership,PERSON,business,1
tno created gigapixel photo summer,ORG,tech,2
tnt,ORG,tech,2
today,DATE,business,39
today,DATE,entertainment,27
today,DATE,politics,68
today,DATE,sport,26
today,DATE,tech,17
today many years ago,DATE,entertainment,1
today within years,DATE,business,1
today years ago,DATE,tech,2
tok capleton,PERSON,entertainment,1
tokyo,GPE,business,10
tokyo,GPE,entertainment,1
tokyos nikkei,PERSON,business,1
tom browns,PERSON,entertainment,1
tom ellison,PERSON,sport,1
tom goldstein,PERSON,politics,3
tom hanks ron howards vinci code chorus,PERSON,entertainment,1
tom heap,PERSON,sport,1
tom kenny,PERSON,entertainment,1
tom mccabe msp,PERSON,business,1
tom meighan,PERSON,entertainment,1
tom shanklin,PERSON,sport,3
tom smith,PERSON,sport,1
tom stoppard gervais,PERSON,entertainment,1
tom voyce,PERSON,sport,2
tom wright,PERSON,entertainment,1
tomas zib roddick,PERSON,sport,1
tomlinson newham,PERSON,sport,1
tommie bergman,PERSON,business,1
tommy bowe,PERSON,sport,4
tommy burns,PERSON,sport,2
tommy dochertys manchester,PERSON,sport,1
tommy haas,PERSON,sport,4
tommy haas germany,PERSON,sport,1
tommy haas overcame,PERSON,sport,2
tommy hanson,PERSON,entertainment,1
tommy hunter statler brothers,PERSON,entertainment,1
tommy lee jones,PERSON,entertainment,1
tommy robredo,PERSON,sport,4
tommy robredo federer admitted,PERSON,sport,1
tommy schenck,PERSON,entertainment,1
tomorrow,DATE,business,2
tomorrow,DATE,entertainment,5
tomorrow,DATE,politics,5
tomorrow,DATE,sport,4
tonga guinazu argentina,PERSON,sport,1
tonga ireland,GPE,sport,1
tony,PERSON,politics,4
tony,PERSON,sport,1
tony blair,PERSON,business,11
tony blair,PERSON,entertainment,1
tony blair,PERSON,politics,89
tony blair,PERSON,sport,3
tony blair,PERSON,tech,2
tony blair chance,PERSON,politics,1
tony blairs,PERSON,politics,1
tony cowell,PERSON,entertainment,1
tony froggatt,PERSON,business,1
tony lavender,PERSON,business,1
tony macklin,PERSON,tech,6
tony richardson,PERSON,entertainment,1
tony robinson,PERSON,entertainment,1
tony wilson,PERSON,entertainment,2
tony woodley,PERSON,business,1
toolingup chinas manufacturing,PERSON,business,1
tootsie,PERSON,entertainment,1
torak yearold,DATE,entertainment,1
torfaen,PERSON,business,1
toronto,GPE,business,1
toronto,GPE,entertainment,4
tory boris johnson,PERSON,politics,1
tory jonathan sayeed,PERSON,politics,1
tory leader,PERSON,politics,1
tory nigel waterson,PERSON,politics,1
tory patrick,PERSON,politics,1
tory peter,PERSON,sport,1
toshiba,ORG,business,4
toshiba,ORG,entertainment,11
toshiba,ORG,tech,5
toshibas european,PERSON,tech,1
tottenham,ORG,sport,2
tottenham,PERSON,sport,1
tottenham andy reid michael dawson reid,PERSON,sport,1
tottenham brighton,PERSON,sport,1
tottenham month loan deal,ORG,sport,1
tottenham newcastle,ORG,sport,1
tottenham nottingham,PERSON,sport,2
tottenham striker,PERSON,sport,1
touchline hodgsons crosskick,ORG,sport,1
touchline metres kick stephen jones,PERSON,sport,1
touchline tunnel,ORG,sport,1
tougher christmas years,DATE,business,1
tougher past eighteen months,DATE,business,1
toughest budget proposals date,ORG,business,1
tour year first,DATE,entertainment,1
toyota,ORG,business,6
toyota,ORG,sport,5
toyota,ORG,tech,1
traille,GPE,sport,1
traille biarritz,PERSON,sport,3
traille brian,PERSON,sport,1
traille dominici,PERSON,sport,1
traille france,ORG,sport,1
train england,PERSON,sport,1
transport general workers union,ORG,business,1
travis kalanick founder,PERSON,entertainment,3
treasures davis,PERSON,entertainment,1
treasury,ORG,business,25
treasury,ORG,politics,6
treasury,ORG,sport,1
treasury bank,ORG,business,1
treasury department employment department,ORG,politics,1
trek united hoping raise donations,ORG,entertainment,1
trillion yen,MONEY,business,2
trillion yen trillion,MONEY,business,1
triple triumph little britain,ORG,entertainment,1
triumph british rock,PERSON,entertainment,1
triumph wellington,PERSON,sport,1
trophy jonathan caouette,PERSON,entertainment,1
tsunamis,ORG,business,1
tudor england,PERSON,entertainment,1
tuesday,DATE,business,64
tuesday,DATE,entertainment,24
tuesday,DATE,politics,47
tuesday,DATE,sport,35
tuesday,DATE,tech,7
tuesday five,DATE,entertainment,1
tuesday june,DATE,entertainment,1
tuesday june,DATE,sport,1
tuesday last april,DATE,politics,1
tuesday last year,DATE,entertainment,1
tuesday march,DATE,sport,2
tuesday yearold,DATE,entertainment,1
tuesdays,DATE,business,1
tuesdays,DATE,politics,1
tui lufthansa frances club,ORG,business,1
tunisia,GPE,politics,2
tunisia russia,ORG,sport,1
tunisia shield,PERSON,sport,1
tunisian selima,ORG,sport,1
turkey,GPE,business,4
turkey,GPE,politics,2
turkey knocks,PERSON,business,1
turkeyiran mobile,ORG,politics,1
turkmenistan,GPE,business,1
turn century,DATE,business,1
turner notts challenger,PERSON,sport,1
tvs,ORG,business,5
tvs,ORG,entertainment,2
tweedbank anne borthwick,PERSON,politics,1
twelve months ago,DATE,business,4
twentieth century,DATE,entertainment,4
twenty year,DATE,business,1
twentyfirst year,DATE,entertainment,1
twice day,DATE,entertainment,1
twice deposit dollars,MONEY,business,1
twice week,DATE,sport,1
twickenham,PERSON,sport,3
twickenham england,ORG,sport,1
twins,PERSON,politics,1
two come scotland year,DATE,sport,2
two consecutive quarters,DATE,business,1
two consecutive weeks,DATE,entertainment,1
two days,DATE,business,3
two days,DATE,entertainment,4
two days,DATE,politics,5
two days,DATE,sport,4
two days,DATE,tech,1
two days ago,DATE,sport,1
two days ago,DATE,tech,2
two days later,DATE,entertainment,1
two decades,DATE,business,1
two decades,DATE,entertainment,1
two decades,DATE,politics,2
two decades,DATE,sport,1
two first month,DATE,entertainment,1
two four weeks,DATE,business,2
two months,DATE,business,6
two months,DATE,sport,5
two months ago,DATE,business,3
two months ago,DATE,entertainment,2
two months later,DATE,politics,1
two nights,DATE,sport,1
two nominations year,DATE,entertainment,1
two parties later week,DATE,business,1
two per cent,MONEY,entertainment,1
two previous months,DATE,business,1
two previous quarters,DATE,business,1
two quarter,DATE,sport,1
two quarters,DATE,business,2
two rounds years,DATE,sport,1
two seasons,DATE,sport,1
two seasons ago,DATE,sport,2
two special days,DATE,business,1
two three days,DATE,sport,1
two three months,DATE,sport,2
two three weeks,DATE,sport,4
two three years,DATE,sport,1
two three years ago,DATE,sport,1
two unbelievable weeks,DATE,sport,1
two weeks,DATE,business,3
two weeks,DATE,entertainment,3
two weeks,DATE,politics,3
two weeks,DATE,sport,11
two weeks,DATE,tech,2
two weeks ago,DATE,business,3
two weeks ago,DATE,politics,1
two weeks later,DATE,sport,1
two wins,DATE,sport,1
two working days,DATE,business,2
two year,DATE,entertainment,1
two year,DATE,politics,2
two years,DATE,business,7
two years,DATE,entertainment,7
two years,DATE,politics,5
two years,DATE,sport,17
two years ago,DATE,business,5
two years ago,DATE,entertainment,4
two years ago,DATE,politics,1
two years ago,DATE,sport,13
two years december,DATE,business,1
two years friday,DATE,business,1
two years last september,DATE,business,1
two years later,DATE,entertainment,5
two years later,DATE,politics,1
two years old,DATE,entertainment,1
twoandahalf year,DATE,business,1
twoandahalf years,DATE,politics,1
twoday,DATE,entertainment,1
twodisc,ORG,entertainment,1
twodisc dvd,PERSON,entertainment,1
twothree years ago,DATE,tech,2
tysabri,ORG,business,2
tysabri avonex,ORG,business,1
tzekos kenteris,PERSON,sport,1
ubisofts,ORG,tech,2
ubs,ORG,business,3
ubs brunswick,PERSON,business,1
ubs imf values gold,ORG,business,1
ubs securities tokyo,ORG,business,1
uefa,GPE,sport,1
uefa,ORG,sport,5
uefa approves,ORG,sport,1
uefa cup,ORG,sport,1
uefa cup,PERSON,sport,3
uefa cup bnei,ORG,sport,1
uefa cup exit,ORG,sport,2
uefa cup group,ORG,sport,1
uefa insists surfaces,ORG,sport,1
uefas champions magazine,ORG,sport,1
uefas technical committee hodgson fierce advocate,ORG,sport,1
uei,ORG,tech,2
ufj bank,ORG,business,1
uganda,GPE,politics,1
ugandan media council,ORG,politics,1
uka,ORG,sport,1
ukip,GPE,politics,5
ukip,ORG,politics,8
ukip asserts hockney,ORG,politics,1
ukip candidate,ORG,politics,2
ukip mep,ORG,politics,1
ukip rks representatives,ORG,politics,1
ukips,ORG,politics,1
ukips,PERSON,politics,3
ukraine,GPE,business,2
ukraine,GPE,politics,6
ukraine georgia,GPE,politics,1
ukraine helped,ORG,politics,1
ukraine steel,ORG,politics,1
ukrainian,GPE,entertainment,1
ulrich bez aston,ORG,business,1
ulster murphy,PERSON,sport,1
ultima,GPE,sport,2
ultra fast wifi nears,ORG,tech,1
ultra wideband uwb ofcom,ORG,tech,1
ultrawideband technology uwb,ORG,tech,1
umaga,PERSON,sport,2
umberto agnelli,PERSON,business,1
umbrella james jerwood,PERSON,politics,1
umbro,ORG,sport,2
unbeaten league,PERSON,sport,1
unbeaten record,PERSON,sport,1
unbeaten years,DATE,sport,2
unflappable kuznetsova,ORG,sport,1
unilever,ORG,business,5
union european indoor,ORG,sport,1
union league individual club,ORG,sport,1
union organisation general,ORG,business,1
unison,PERSON,politics,1
unison britains,PERSON,business,1
united,ORG,business,1
united,ORG,sport,1
united airlines,ORG,business,1
united approach yearold,ORG,sport,1
united arsenal,ORG,sport,2
united bank,ORG,business,2
united bank africa standard trust bank,ORG,business,1
united bank standard trust,ORG,business,1
united board,ORG,sport,5
united bolton arsenal,ORG,sport,1
united boss,ORG,sport,3
united burnley blackburn,ORG,sport,1
united carroll,ORG,sport,1
united chance,ORG,sport,2
united chelsea,ORG,sport,1
united coach,ORG,sport,1
united continue,ORG,sport,1
united courtesy,ORG,sport,1
united cubic,PERSON,sport,2
united directors board advice,ORG,sport,2
united everton,ORG,sport,1
united fans planning,ORG,sport,1
united feud,ORG,sport,1
united game,ORG,sport,1
united given celtic debut,ORG,sport,1
united glazer,PERSON,sport,1
united investment,ORG,sport,1
united keeper,ORG,sport,1
united kingdom,GPE,business,2
united kingdom,GPE,entertainment,2
united kingdom,GPE,politics,5
united kingdom assembly,ORG,politics,1
united kingdom respect probably power authorities,ORG,politics,1
united long,ORG,sport,1
united manager,ORG,sport,1
united nations,ORG,business,3
united nations,ORG,politics,2
united nations convention,ORG,politics,2
united nations development,ORG,tech,2
united nations economic commission,ORG,business,1
united nations economic commission europe,ORG,tech,1
united offering,ORG,sport,1
united parcel services,ORG,business,1
united reform church,ORG,politics,1
united reportedly,ORG,sport,1
united states,GPE,business,4
united states,GPE,entertainment,2
united states,GPE,politics,1
united states,GPE,sport,1
united states,GPE,tech,2
united states,ORG,business,4
united states,ORG,entertainment,6
united states,ORG,politics,1
united states,ORG,sport,1
united states,PERSON,entertainment,2
united states canada,ORG,entertainment,1
united states canada,ORG,politics,1
united states canada,ORG,sport,2
united states central banks,ORG,business,1
united states rebuild europe,ORG,business,1
united states rebuild europe,ORG,politics,1
united striker,ORG,sport,2
united supporters association campaign,ORG,sport,1
united turned,ORG,sport,1
united van persie,PERSON,sport,1
united yearold,ORG,sport,1
units full year,DATE,business,1
unsettle,ORG,sport,2
unsung hero,ORG,tech,4
unveil quango blitz,ORG,business,2
upgrading month,DATE,business,1
upwards years later,DATE,business,1
usa africa,GPE,entertainment,2
usada,ORG,sport,4
usadas,PERSON,sport,2
usas challenge seville moya,ORG,sport,2
usb,ORG,tech,2
uss overall,PERSON,business,1
uss record,PERSON,business,1
utah,GPE,entertainment,2
utah,GPE,tech,2
utah fortytwo,ORG,entertainment,1
vagina,GPE,politics,1
vaidyanathan vaidyanathan,PERSON,sport,1
valencia,PERSON,sport,1
valencia claudio ranieri,PERSON,sport,1
valencia coach,PERSON,sport,1
valencia job june,PERSON,sport,1
valenciana region spain,ORG,sport,1
valentine valentine,PERSON,business,1
valery giscard,PERSON,entertainment,1
van,PERSON,entertainment,1
van,PERSON,sport,1
van den,PERSON,sport,1
van der,PERSON,sport,2
van der westhuyzen,PERSON,sport,1
van doren,PERSON,entertainment,2
van eeghen,PERSON,business,1
van ginsberg,PERSON,sport,1
van gisbergen,PERSON,sport,1
van gogh,PERSON,entertainment,2
van gogh festival film,PERSON,entertainment,1
van goghs,PERSON,entertainment,4
van nistelrooy,PERSON,sport,5
van persie ashley cole,PERSON,sport,1
van persie henry subs,PERSON,sport,1
van rourke,ORG,business,1
van vijver,PERSON,business,1
vanessa paradis,PERSON,entertainment,1
varig reais ruling,PERSON,business,1
varley,ORG,business,1
veb,PERSON,business,1
vehicle cubic,PERSON,sport,1
velimir zajec,PERSON,sport,1
venezuela,GPE,business,5
venezuela,GPE,politics,5
venezuela worlds,PERSON,business,1
venice,GPE,entertainment,1
venter van niekerk,PERSON,sport,1
venus williams,PERSON,sport,2
vera,ORG,entertainment,1
vera,ORG,sport,1
vera drake,ORG,entertainment,2
vera drake scoops film,ORG,entertainment,1
verdict delay,PERSON,sport,1
verdon title role shirley,PERSON,entertainment,1
vermont,GPE,business,1
veronreville spokesman,ORG,politics,1
veteran brian wilson,PERSON,entertainment,1
veteran conchita martinez,PERSON,sport,1
veteran defender,PERSON,sport,1
veteran martinez,PERSON,sport,2
vetham,PERSON,tech,3
viacom,ORG,business,1
viacom,ORG,entertainment,11
vialli claudio ranieri,PERSON,sport,2
vic galloway,PERSON,entertainment,1
vic theatre school,PERSON,entertainment,1
vicky young,PERSON,politics,1
victor alvarez,PERSON,politics,1
victor conte conte,PERSON,sport,1
victor shum,PERSON,business,1
victorian england,ORG,entertainment,1
videoondemand continue across europe,ORG,tech,2
videoondemand services battle satellite cable,ORG,entertainment,2
vieira ashdown,PERSON,sport,1
vienna,GPE,entertainment,1
vienna state opera time fenice,ORG,entertainment,2
vietnam,GPE,business,1
vietnam,GPE,entertainment,2
vietnam,GPE,tech,4
vigo backup,PERSON,sport,1
viktor khristenko,PERSON,business,1
viktor yushchenko,PERSON,politics,5
villa,ORG,sport,1
villa drawn sheffield,PERSON,sport,1
villa park,GPE,sport,1
villa park injured rio,ORG,sport,1
villain twickenham,PERSON,sport,1
villas carlton,PERSON,sport,1
villas mark delaney,PERSON,sport,1
vince cable,PERSON,business,1
vince cable,PERSON,politics,1
vince everett,PERSON,entertainment,1
vince vaughn,PERSON,entertainment,1
vincent cable,ORG,politics,1
vincent cable,PERSON,politics,1
vincent koen,PERSON,business,1
vincenzo lilliu,PERSON,sport,1
vinci,ORG,entertainment,1
vinci,ORG,sport,1
vinci code,PERSON,entertainment,3
vincze horvath easton,ORG,sport,1
viotti,ORG,entertainment,2
virgin blue,PERSON,business,1
virgin megastores,PERSON,business,4
