entity,label,category
mike skinner,PERSON,entertainment
years,DATE,entertainment
franz,ORG,entertainment
franz,ORG,entertainment
joss stone jamelia,ORG,entertainment
rem announce,PERSON,entertainment
rem,ORG,entertainment
tuesday june,DATE,entertainment
last month,DATE,entertainment
mike mills,PERSON,entertainment
february,DATE,entertainment
june,DATE,entertainment
loch lomond,PERSON,entertainment
four days later,DATE,entertainment
mark mackie,PERSON,entertainment
rem gigs kickstart,PERSON,entertainment
summer,DATE,entertainment
june,DATE,entertainment
june,DATE,entertainment
july,DATE,entertainment
kinross,GPE,entertainment
july,DATE,entertainment
february,DATE,entertainment
april,DATE,entertainment
sam raimi,PERSON,entertainment
three days,DATE,entertainment
last weeks,DATE,entertainment
robert niro,PERSON,entertainment
sony,ORG,entertainment
fall year,DATE,entertainment
florida,GPE,entertainment
jim morrison,PERSON,entertainment
florida,GPE,entertainment
florida,GPE,entertainment
jody norman,PERSON,entertainment
florida state university period time,ORG,entertainment
paris,GPE,entertainment
ronnie corbett,PERSON,entertainment
david jason,PERSON,entertainment
fed,ORG,entertainment
barker new,PERSON,entertainment
comedian corbett latest comedy star,PERSON,entertainment
january,DATE,entertainment
cohen character,PERSON,entertainment
ali horrible,PERSON,entertainment
last week,DATE,entertainment
david jason,PERSON,entertainment
today,DATE,entertainment
fword corbett,PERSON,entertainment
later year,DATE,entertainment
robert niro,PERSON,entertainment
first three days,DATE,entertainment
last month,DATE,entertainment
rwanda,GPE,entertainment
sophie okonedo,PERSON,entertainment
first week,DATE,entertainment
richard gere,PERSON,entertainment
million dollar,MONEY,entertainment
harold kumar,PERSON,entertainment
philip pullmans dark,ORG,entertainment
chris,PERSON,entertainment
catholic press blasphemy weitz,ORG,entertainment
philip supportive,PERSON,entertainment
america,GPE,entertainment
threeday,DATE,entertainment
wetherby richfield avenue,ORG,entertainment
august,DATE,entertainment
years,DATE,entertainment
marilyn manson,PERSON,entertainment
kasabian black rebel,ORG,entertainment
summer,DATE,entertainment
maidens bruce dickinson,PERSON,entertainment
years,DATE,entertainment
first day,DATE,entertainment
friday,DATE,entertainment
saturday,DATE,entertainment
sunday,DATE,entertainment
first day,DATE,entertainment
sunday,DATE,entertainment
cameron mackintoshs,PERSON,entertainment
laura michelle kelly,PERSON,entertainment
barbara windsor,PERSON,entertainment
comic graham norton,PERSON,entertainment
richard attenborough,PERSON,entertainment
richard eyre,PERSON,entertainment
earlier week,DATE,entertainment
pamela travers,PERSON,entertainment
cameron mackintosh,PERSON,entertainment
elliot,PERSON,entertainment
stephen daldry,PERSON,entertainment
london,GPE,entertainment
james lomas,PERSON,entertainment
george maguire liam,PERSON,entertainment
newcastle,GPE,entertainment
period week,DATE,entertainment
tim healy,PERSON,entertainment
wilkinson,GPE,entertainment
elton john,PERSON,entertainment
lee halls,PERSON,entertainment
julie walters,PERSON,entertainment
connick,PERSON,entertainment
harry connick,PERSON,entertainment
jeffrey richards,PERSON,entertainment
connick actor,ORG,entertainment
bona,PERSON,entertainment
november,DATE,entertainment
george abbott richard,PERSON,entertainment
peter ackerman,PERSON,entertainment
jerry ross,PERSON,entertainment
thou shalt threemonth,GPE,entertainment
mike leighs,PERSON,entertainment
years,DATE,entertainment
summer,DATE,entertainment
london,GPE,entertainment
november,DATE,entertainment
anthony minghella,PERSON,entertainment
britain,GPE,entertainment
seven years ago years,DATE,entertainment
elliot grove,PERSON,entertainment
summer,DATE,entertainment
peter,PERSON,entertainment
peter sellers,PERSON,entertainment
daniel craig,PERSON,entertainment
phil davis,PERSON,entertainment
ian hart,PERSON,entertainment
summer,DATE,entertainment
scarlett johansson,PERSON,entertainment
years,DATE,entertainment
imelda staunton,PERSON,entertainment
summer,DATE,entertainment
anne reid,PERSON,entertainment
fond kiss,ORG,entertainment
kevin mcdonald,PERSON,entertainment
douglas hickox,PERSON,entertainment
roger michell mike leigh pavel pavlikowsky challenge,PERSON,entertainment
harry potter,PERSON,entertainment
jerry scoggins,PERSON,entertainment
los angeles,GPE,entertainment
beverly hills,GPE,entertainment
flatt earl,PERSON,entertainment
guitar,ORG,entertainment
bruce springsteen,PERSON,entertainment
new york,GPE,entertainment
larry mullen,PERSON,entertainment
last years,DATE,entertainment
james honeymanscott,PERSON,entertainment
justin,ORG,entertainment
ohio,GPE,entertainment
giants,ORG,entertainment
eric clapton,PERSON,entertainment
robertson clapton,PERSON,entertainment
clapton,PERSON,entertainment
jerry lee lewis,PERSON,entertainment
years,DATE,entertainment
lotta,GPE,entertainment
robert redford,PERSON,entertainment
annual,DATE,entertainment
park city,GPE,entertainment
utah,GPE,entertainment
twentyfirst year,DATE,entertainment
park city,GPE,entertainment
first year,DATE,entertainment
iraq,GPE,entertainment
gay lesbian,PERSON,entertainment
hobbit,ORG,entertainment
four years,DATE,entertainment
peter jackson,PERSON,entertainment
four years,DATE,entertainment
king kong,GPE,entertainment
mgm studios,ORG,entertainment
sony,ORG,entertainment
december,DATE,entertainment
king kong,GPE,entertainment
december,DATE,entertainment
jackson,PERSON,entertainment
japan,GPE,entertainment
two days,DATE,entertainment
last years,DATE,entertainment
diana wynne,PERSON,entertainment
daily,DATE,entertainment
years,DATE,entertainment
canada box office chart,ORG,entertainment
first weekend,DATE,entertainment
robin williams,PERSON,entertainment
mel brooks,PERSON,entertainment
bruce willis,PERSON,entertainment
mel,PERSON,entertainment
last years,DATE,entertainment
rob schwartz,PERSON,entertainment
daily,DATE,entertainment
last weekend,DATE,entertainment
germany,GPE,entertainment
leonardo dicaprio,PERSON,entertainment
million dollar,MONEY,entertainment
jamie foxx,PERSON,entertainment
musicalcomedy briton,PERSON,entertainment
beverly hills,GPE,entertainment
three awards million dollar,MONEY,entertainment
martin scorsese,PERSON,entertainment
movie sea,ORG,entertainment
million dollar,MONEY,entertainment
peter sellers,PERSON,entertainment
bbc,ORG,entertainment
peter sellers,PERSON,entertainment
dave stewart,PERSON,entertainment
imelda staunton,PERSON,entertainment
teri,PERSON,entertainment
stars marcia cross,PERSON,entertainment
jason bateman,PERSON,entertainment
hollywood foreign press association,ORG,entertainment
los angeles,GPE,entertainment
robin williams,PERSON,entertainment
vietnam,GPE,entertainment
christopher reeve,PERSON,entertainment
last year,DATE,entertainment
robert sillermans sports,PERSON,sport
june,DATE,sport
american idol,ORG,sport
kelly clarkson company,ORG,sport
years ago,DATE,sport
paul hardcastle,PERSON,sport
lisa marie,PERSON,sport
rocker doherty,ORG,entertainment
brixton academy,ORG,entertainment
tuesday,DATE,entertainment
patrick walden,PERSON,entertainment
monday,DATE,entertainment
brixton,PERSON,entertainment
warmup,ORG,entertainment
north london,GPE,entertainment
monday,DATE,entertainment
tuesday,DATE,entertainment
eight december,DATE,entertainment
waldens guitar,PERSON,entertainment
monday,DATE,entertainment
february,DATE,entertainment
max,PERSON,entertainment
london,GPE,entertainment
april,DATE,entertainment
jarre,PERSON,entertainment
jeanmichel jarre,PERSON,entertainment
bicentennial,DATE,entertainment
hans christian,PERSON,entertainment
threeday,DATE,entertainment
april,DATE,entertainment
coming months,DATE,entertainment
yearlong,DATE,entertainment
new york,GPE,entertainment
monday,DATE,entertainment
manhattan,GPE,entertainment
harold bloom,PERSON,entertainment
hans christian,PERSON,entertainment
hans christian anderson school,PERSON,entertainment
hans christian,PERSON,entertainment
harvey keitel,PERSON,entertainment
roger moore,PERSON,entertainment
john peels,PERSON,entertainment
bbc radio show,ORG,entertainment
ras kwame,GPE,entertainment
peru,GPE,entertainment
october,DATE,entertainment
john peel,PERSON,entertainment
weekend,DATE,entertainment
ras,ORG,entertainment
john peel,PERSON,entertainment
andy parfitt,PERSON,entertainment
djs,PERSON,entertainment
john massive,PERSON,entertainment
february tuesdays wednesdays thursdays,DATE,entertainment
george michael perform bbc,PERSON,entertainment
george michael perform,PERSON,entertainment
bbc radio special,ORG,entertainment
next month,DATE,entertainment
december,DATE,entertainment
chris,PERSON,entertainment
capital year years,DATE,entertainment
britain,GPE,entertainment
london,GPE,entertainment
year,DATE,entertainment
jamelia hosting,PERSON,entertainment
christmas day,DATE,entertainment
london,GPE,entertainment
christopher lee,PERSON,entertainment
edgar allan poe,PERSON,entertainment
harry hill,PERSON,entertainment
christmas day,DATE,entertainment
jamie cullum,PERSON,entertainment
years christmas,DATE,entertainment
chris martin dido,PERSON,entertainment
robbie williams,PERSON,entertainment
christmas,DATE,entertainment
los angeles,GPE,entertainment
new york,GPE,entertainment
chris martin,PERSON,entertainment
canada,GPE,entertainment
usa africa,GPE,entertainment
michael jackson,PERSON,entertainment
three weeks,DATE,entertainment
diana ross tina,PERSON,entertainment
ethiopia sudan money,ORG,entertainment
years ago,DATE,entertainment
january november,DATE,entertainment
glastonbury,ORG,sport
years,DATE,sport
june,DATE,sport
april,DATE,sport
michael eavis,PERSON,sport
june,DATE,sport
recent years,DATE,sport
years,DATE,sport
composer johann sebastian,PERSON,entertainment
japan,GPE,entertainment
joshua rifkin composer,PERSON,entertainment
duet,ORG,entertainment
today,DATE,entertainment
peter jamieson,PERSON,business
jamieson,ORG,business
later year,DATE,business
jamieson part,ORG,business
december,DATE,entertainment
mgm,GPE,entertainment
las vegas,GPE,entertainment
kanye west,PERSON,entertainment
gretchen wilson,PERSON,entertainment
jayz soul,PERSON,entertainment
green day,DATE,entertainment
josh grobans,ORG,entertainment
years,DATE,entertainment
weekly,DATE,entertainment
past year,DATE,entertainment
michael,PERSON,entertainment
tim dams,PERSON,entertainment
mel,PERSON,entertainment
berlin,GPE,entertainment
germany,GPE,entertainment
monthlong diet,PERSON,entertainment
years,DATE,entertainment
martin,ORG,entertainment
howard hughes,PERSON,entertainment
vera drake scoops film,ORG,entertainment
mike leigh imelda staunton,PERSON,entertainment
bridget jones edge reason,ORG,entertainment
london,GPE,entertainment
patrick stewart,PERSON,entertainment
derek malcolm,PERSON,entertainment
tim bevan,PERSON,entertainment
eric fellner,PERSON,entertainment
elliot boy,PERSON,entertainment
simon pegg,PERSON,entertainment
peter sellers award,PERSON,entertainment
itv london,ORG,entertainment
summer,DATE,entertainment
kim,PERSON,entertainment
charles dance bill,PERSON,entertainment
colin firth awards,ORG,entertainment
jack dee,PERSON,entertainment
itv london,ORG,entertainment
tuesday,DATE,entertainment
paris,GPE,entertainment
perform century,DATE,entertainment
abdellatif kechiche young,PERSON,entertainment
actress sara forestier,ORG,entertainment
france,GPE,entertainment
years,DATE,entertainment
paris,GPE,entertainment
north africa,GPE,entertainment
audrey,PERSON,entertainment
smith honorary award ceremony,ORG,entertainment
nelson mandela,PERSON,entertainment
richard bransons,PERSON,business
fox,ORG,business
three weeks ago,DATE,business
nbc,ORG,business
first season,DATE,business
fox,ORG,business
scott grogin,PERSON,business
richard shown,PERSON,business
doc,ORG,entertainment
peter parker,PERSON,entertainment
john wayne,PERSON,entertainment
december,DATE,entertainment
early new year,DATE,entertainment
gil gerard wilmas,PERSON,entertainment
erin gray tongueincheek,PERSON,entertainment
gaudy,PERSON,entertainment
group usa africa,ORG,entertainment
diana ross ray charles,PERSON,entertainment
dylan michael jackson bruce,PERSON,entertainment
millions dollars,MONEY,entertainment
twodisc dvd,PERSON,entertainment
january,DATE,entertainment
march,DATE,entertainment
first week,DATE,entertainment
year,DATE,entertainment
year,DATE,entertainment
johnny denise,PERSON,entertainment
johnny vaughan,PERSON,entertainment
denise van,PERSON,entertainment
saturday,DATE,entertainment
bbc,ORG,entertainment
bbc,ORG,entertainment
last july,DATE,entertainment
saturday,DATE,entertainment
bbc,ORG,entertainment
graham,PERSON,entertainment
next year,DATE,entertainment
friday,DATE,entertainment
quentin,PERSON,entertainment
friday,DATE,entertainment
week,DATE,entertainment
jason voorhees,PERSON,entertainment
freddy jason,PERSON,entertainment
summer,DATE,entertainment
jason battle,PERSON,entertainment
freddy krueger star,PERSON,entertainment
sam raimi,PERSON,entertainment
early april,DATE,entertainment
tony wilson,PERSON,entertainment
bbc news,ORG,entertainment
earlier year,DATE,entertainment
wilson,PERSON,entertainment
steve coogan actor,PERSON,entertainment
ian,ORG,entertainment
green days,DATE,business
later year,DATE,business
green day,DATE,business
kelly clarkson,PERSON,business
last month,DATE,business
last year,DATE,business
last week,DATE,business
last september,DATE,business
chart,ORG,business
first half year,DATE,business
kevin bacon,PERSON,entertainment
london,GPE,entertainment
thursday,DATE,entertainment
nicole kassell,PERSON,entertainment
years,DATE,entertainment
amma asante film,PERSON,entertainment
thursday,DATE,entertainment
trophy jonathan caouette,PERSON,entertainment
dustin,ORG,entertainment
david russell,PERSON,entertainment
festival year,DATE,entertainment
pete doherty,ORG,entertainment
weekend,DATE,entertainment
magistrates court,ORG,entertainment
london,GPE,entertainment
wednesday,DATE,entertainment
alan wass,PERSON,entertainment
north london,GPE,entertainment
daily,DATE,entertainment
surrender passport doherty,ORG,entertainment
june,DATE,entertainment
london,GPE,entertainment
dvd review,PERSON,entertainment
tomorrow,DATE,entertainment
extras onedisc,PERSON,entertainment
twodisc,ORG,entertainment
arthur guinevere accurate glossy hollywood,ORG,entertainment
arthur,PERSON,entertainment
bbc,ORG,entertainment
